movies,Title,genresgenregenre,YEAR,Rating
1532,Sprung,Comedy,1997,1
1535,Love! Valour! Compassion!,Drama|Romance,1997,3
1539,Twin Town,Comedy|Crime,1997,4
1541,Addicted to Love,Comedy|Romance,1997,8
1543,"Designated Mourner, The",Drama,1996,7
1544,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,1997,8
1550,Trial and Error,Comedy|Romance,1997,4
1552,Con Air,Action|Adventure|Thriller,1996,3
1556,Speed 2: Cruise Control,Action|Romance|Thriller,1996,10
1562,Batman & Robin,Action|Adventure|Fantasy|Thriller,1997,9
1563,Dream With the Fishes,Drama,1996,3
1564,For Roseanna (Roseanna's Grave),Comedy|Drama|Romance,1997,7
1566,Hercules,Adventure|Animation|Children|Comedy|Musical,1996,3
1569,My Best Friend's Wedding,Comedy|Romance,1997,6
1573,Face/Off,Action|Crime|Drama|Thriller,1997,1
1580,Men in Black (a.k.a. MIB),Action|Comedy|Sci-Fi,1996,3
1581,Out to Sea,Comedy,1997,3
1582,Wild America,Adventure|Children,1997,7
1583,"Simple Wish, A",Children|Fantasy,1997,7
1584,Contact,Drama|Sci-Fi,1997,10
1586,G.I. Jane,Action|Drama,1996,2
1588,George of the Jungle,Children|Comedy,1997,1
1589,Cop Land,Action|Crime|Drama|Thriller,1997,5
1590,Event Horizon,Horror|Sci-Fi|Thriller,1996,8
1591,Spawn,Action|Adventure|Sci-Fi|Thriller,1997,1
1592,Air Bud,Children|Comedy,1997,2
1593,Picture Perfect,Comedy|Romance,1997,6
1594,In the Company of Men,Comedy|Drama,1997,7
1595,Free Willy 3: The Rescue,Adventure|Children|Drama,1996,8
1596,Career Girls,Drama,1996,8
1597,Conspiracy Theory,Drama|Mystery|Romance|Thriller,1997,3
1599,Steel,Action,1997,8
1600,She's So Lovely,Drama|Romance,1997,6
1601,Hoodlum,Crime|Drama|Film-Noir,1996,1
1602,Leave It to Beaver,Comedy,1997,1
1603,Mimic,Horror|Sci-Fi|Thriller,1997,7
1604,Money Talks,Action|Comedy,1997,6
1605,Excess Baggage,Adventure|Romance,1997,5
1606,Kull the Conqueror,Action|Adventure,1996,9
1608,Air Force One,Action|Thriller,1996,4
1609,187 (One Eight Seven),Drama|Thriller,1997,2
1612,"Kiss Me, Guido",Comedy,1996,8
1613,Star Maps,Drama,1996,8
1614,In & Out,Comedy,1996,4
1615,"Edge, The",Adventure|Drama,1997,5
1616,"Peacemaker, The",Action|Thriller|War,1996,1
1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997,4
1619,Seven Years in Tibet,Adventure|Drama|War,1996,4
1620,Kiss the Girls,Crime|Drama|Mystery|Thriller,1996,3
1621,Soul Food,Drama,1997,10
1623,Wishmaster,Horror,1996,4
1624,"Thousand Acres, A",Drama,1997,1
1625,"Game, The",Drama|Mystery|Thriller,1997,10
1626,Fire Down Below,Action|Drama|Thriller,1997,3
1627,U Turn,Crime|Drama|Mystery,1997,6
1629,"MatchMaker, The",Comedy|Romance,1996,4
1631,"Assignment, The",Action|Thriller,1996,7
1632,"Smile Like Yours, A",Comedy|Romance,1996,8
1633,Ulee's Gold,Drama,1996,3
1635,"Ice Storm, The",Drama,1996,3
1636,Stag,Action|Thriller,1997,5
1639,Chasing Amy,Comedy|Drama|Romance,1996,7
1640,How to Be a Player,Comedy,1997,10
1641,"Full Monty, The",Comedy|Drama,1997,7
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",Drama|Romance,1997,1
1644,I Know What You Did Last Summer,Horror|Mystery|Thriller,1996,10
1645,The Devil's Advocate,Drama|Mystery|Thriller,1997,8
1646,RocketMan (a.k.a. Rocket Man),Children|Comedy|Romance|Sci-Fi,1997,3
1647,Playing God,Crime|Drama|Thriller,1996,9
1648,"House of Yes, The",Comedy|Drama,1997,10
1649,"Fast, Cheap & Out of Control",Documentary,1996,9
1652,Year of the Horse,Documentary,1997,8
1653,Gattaca,Drama|Sci-Fi|Thriller,1997,5
1654,FairyTale: A True Story,Children|Drama|Fantasy,1997,1
1657,Wonderland,Comedy|Documentary,1997,5
1658,"Life Less Ordinary, A",Romance|Thriller,1997,9
1660,Eve's Bayou,Drama,1997,2
1661,Switchback,Crime|Mystery|Thriller,1997,5
1665,Bean,Comedy,1997,4
1667,Mad City,Action|Drama,1997,9
1668,One Night Stand,Drama,1997,10
1669,"Tango Lesson, The",Romance,1997,5
1670,Welcome to Sarajevo,Drama|War,1997,10
1671,Deceiver,Crime|Drama|Thriller,1997,3
1672,"Rainmaker, The",Drama,1997,10
1673,Boogie Nights,Drama,1996,6
1676,Starship Troopers,Action|Sci-Fi,1996,10
1681,Mortal Kombat: Annihilation,Action|Adventure|Fantasy,1996,1
1683,"Wings of the Dove, The",Drama|Romance,1997,7
1684,Mrs. Dalloway,Drama|Romance,1996,9
1686,Red Corner,Crime|Thriller,1997,8
1687,"Jackal, The",Action|Thriller,1996,10
1688,Anastasia,Adventure|Animation|Children|Drama|Musical,1997,1
1689,"Man Who Knew Too Little, The",Comedy|Crime|Thriller,1997,4
1690,Alien: Resurrection,Action|Horror|Sci-Fi,1997,3
1693,Amistad,Drama|Mystery,1996,9
1694,"Apostle, The",Drama,1997,4
1696,Bent,Drama|War,1997,7
1699,"Butcher Boy, The",Comedy|Drama,1996,2
1701,Deconstructing Harry,Comedy|Drama,1996,7
1702,Flubber,Children|Comedy|Fantasy,1996,3
1703,For Richer or Poorer,Comedy,1997,6
1704,Good Will Hunting,Drama|Romance,1997,9
1707,Home Alone 3,Children|Comedy,1997,5
1711,Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,1996,1
1713,Mouse Hunt,Children|Comedy,1997,3
1715,Office Killer,Thriller,1996,1
1717,Scream 2,Comedy|Horror|Mystery|Thriller,1997,10
1719,"Sweet Hereafter, The",Drama,1996,3
1721,Titanic,Drama|Romance,1997,8
1722,Tomorrow Never Dies,Action|Adventure|Thriller,1997,4
1726,"Postman, The",Action|Adventure|Drama|Sci-Fi,1996,2
1728,"Winter Guest, The",Drama,1997,1
1729,Jackie Brown,Crime|Drama|Thriller,1997,8
1730,Kundun,Drama,1996,8
1731,Mr. Magoo,Comedy,1996,5
1733,Afterglow,Drama|Romance,1996,2
1734,My Life in Pink (Ma vie en rose),Comedy|Drama,1997,2
1747,Wag the Dog,Comedy,1996,3
1750,Star Kid,Adventure|Children|Fantasy|Sci-Fi,1997,9
1755,Shooting Fish,Comedy|Romance,1997,9
1759,"Four Days in September (O Que É Isso, Companheiro?)",Drama,1996,8
1760,Spice World,Comedy,1997,8
1771,Night Flier,Horror,1997,7
1784,As Good as It Gets,Comedy|Drama|Romance,1997,9
1788,Men with Guns,Action|Drama,1996,6
1794,Love and Death on Long Island,Comedy|Drama,1996,7
1799,Suicide Kings,Comedy|Crime|Drama|Mystery|Thriller,1997,2
1809,Fireworks (Hana-bi),Crime|Drama,1996,3
1816,Two Girls and a Guy,Comedy|Drama,1996,9
1819,Storefront Hitchcock,Documentary|Musical,1997,9
1827,"Big One, The",Comedy|Documentary,1997,3
1834,"Spanish Prisoner, The",Crime|Drama|Mystery|Thriller,1996,3
1844,Live Flesh (Carne trémula),Drama|Romance,1997,7
1846,Nil By Mouth,Drama,1996,10
1848,"Borrowers, The",Adventure|Children|Comedy|Fantasy,1996,10
1858,Mr. Nice Guy (Yat goh ho yan),Action|Comedy,1996,2
1859,Taste of Cherry (Ta'm e guilass),Drama,1997,10
1860,Character (Karakter),Drama,1996,6
1861,Junk Mail (Budbringeren),Comedy|Thriller,1997,7
1865,Wild Man Blues,Documentary,1997,10
1874,Still Breathing,Comedy|Romance,1996,5
1875,Clockwatchers,Comedy,1996,6
1880,Lawn Dogs,Drama,1997,5
1889,Insomnia,Drama|Mystery|Thriller,1997,7
1891,"Ugly, The",Horror|Thriller,1997,4
1900,"Children of Heaven, The (Bacheha-Ye Aseman)",Comedy|Drama,1996,10
1901,Dear Jesse,Documentary,1996,9
1903,Hav Plenty,Comedy,1997,3
1904,Henry Fool,Comedy|Drama,1996,2
1910,I Went Down,Comedy|Crime|Drama,1996,8
2008,"This World, Then the Fireworks",Crime|Drama|Film-Noir,1997,10
2025,Lolita,Drama|Romance,1997,3
2029,Billy's Hollywood Screen Kiss,Comedy|Romance,1996,4
2063,"Seventh Heaven (Septième ciel, Le)",Drama|Romance,1997,1
2189,I Married A Strange Person!,Animation|Comedy|Fantasy|Sci-Fi,1996,4
2191,"Merry War, A",Comedy,1996,9
2197,Firelight,Drama,1996,8
2232,Cube,Horror|Mystery|Sci-Fi|Thriller,1997,1
2324,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War,1996,1
2325,Orgazmo,Comedy,1997,4
2388,Steam: The Turkish Bath (Hamam),Drama|Romance,1996,7
2437,Wilde,Drama,1997,7
2439,Affliction,Drama,1997,7
2493,"Harmonists, The",Drama,1997,2
2562,Bandits,Drama,1997,5
2577,Metroland,Comedy|Drama,1997,8
2594,Open Your Eyes (Abre los ojos),Drama|Romance|Sci-Fi|Thriller,1997,10
2618,"Castle, The",Comedy,1997,2
2693,Trekkies,Documentary,1997,10
2697,My Son the Fanatic,Comedy|Drama|Romance,1997,6
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)",Documentary,1996,10
2793,"American Werewolf in Paris, An",Comedy|Horror|Romance|Thriller,1997,7
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda),Drama|Romance,1996,3
2810,Perfect Blue,Animation|Horror|Mystery|Thriller,1996,8
2962,Fever Pitch,Comedy|Romance,1996,4
3000,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy,1997,5
3064,Poison Ivy: New Seduction,Drama|Thriller,1996,5
3474,Retroactive,Sci-Fi|Thriller,1997,7
3518,"End of Violence, The",Drama|Thriller,1996,10
3575,Defying Gravity,Drama,1997,5
3620,"Myth of Fingerprints, The",Comedy|Drama,1996,7
4208,Unmade Beds,Documentary,1997,5
4217,4 Little Girls,Documentary,1997,9
4459,Alaska: Spirit of the Wild,Documentary|IMAX,1996,5
4645,Cure,Crime|Horror|Thriller,1997,2
4698,Orphans,Comedy|Drama,1997,5
4861,Mission to Mir,Documentary|IMAX,1997,7
5059,Little Dieter Needs to Fly,Documentary,1997,9
5229,I Think I Do,Comedy,1997,1
5662,"Wrong Guy, The",Comedy|Romance|Thriller,1996,9
5828,Blackrock,Drama|Thriller,1997,2
5888,Brother (Brat),Crime|Drama,1997,1
6425,"6th Man, The (Sixth Man, The)",Comedy,1997,5
6464,Good Burger,Children|Comedy,1996,1
6975,Funny Games,Drama|Horror|Thriller,1997,2
7048,Nothing to Lose,Action|Adventure|Comedy|Crime,1996,5
7627,Just Write,Comedy,1996,2
26974,Gummo,Drama,1996,1
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",Action|Animation|Drama|Fantasy|Sci-Fi,1996,10
32460,Knockin' on Heaven's Door,Action|Comedy|Crime|Drama,1997,7
63239,Cinderella,Children|Fantasy|Musical|Romance,1996,4
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Action|Animation|Mystery|Sci-Fi,1997,3
77846,12 Angry Men,Crime|Drama,1996,9
95654,Geri's Game,Animation|Children,1997,6
95740,"Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure",Children|Musical|Mystery,1997,4
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),Action|Adventure|Animation,1996,7
140743,The Man I Love,Drama,1996,1
1598,Desperate Measures,Crime|Drama|Thriller,1998,4
1655,Phantoms,Drama|Horror|Thriller,1998,7
1680,Sliding Doors,Drama|Romance,1997,9
1682,"Truman Show, The",Comedy|Drama|Sci-Fi,1997,6
1727,"Horse Whisperer, The",Drama|Romance,1998,6
1732,"Big Lebowski, The",Comedy|Crime,1998,3
1735,Great Expectations,Drama|Romance,1998,4
1739,3 Ninjas: High Noon On Mega Mountain,Action|Children|Comedy,1997,9
1744,Firestorm,Action|Adventure|Thriller,1998,3
1746,Senseless,Comedy,1998,7
1748,Dark City,Adventure|Film-Noir|Sci-Fi|Thriller,1998,7
1752,Hard Rain,Action|Crime|Thriller,1997,1
1753,Half Baked,Comedy,1997,8
1754,Fallen,Crime|Drama|Fantasy|Thriller,1998,8
1756,"Prophecy II, The",Horror,1997,7
1762,Deep Rising,Action|Horror|Sci-Fi,1997,2
1767,Music From Another Room,Drama|Romance,1997,6
1769,"Replacement Killers, The",Action|Crime|Thriller,1997,8
1772,Blues Brothers 2000,Action|Comedy|Musical,1998,2
1777,"Wedding Singer, The",Comedy|Romance,1997,8
1779,Sphere,Sci-Fi|Thriller,1997,4
1783,Palmetto,Crime|Drama|Mystery|Romance|Thriller,1997,9
1791,Twilight,Crime|Drama|Thriller,1998,10
1792,U.S. Marshals,Action|Crime|Thriller,1998,9
1796,In God's Hands,Action|Drama,1997,3
1797,Everest,Documentary|IMAX,1997,6
1798,Hush,Thriller,1998,7
1801,"Man in the Iron Mask, The",Action|Adventure|Drama,1998,9
1804,"Newton Boys, The",Crime|Drama,1997,7
1805,Wild Things,Crime|Drama|Mystery|Thriller,1998,2
1806,Paulie,Adventure|Children|Comedy,1998,9
1807,"Cool, Dry Place, A",Drama,1998,5
1810,Primary Colors,Comedy|Drama,1998,2
1812,Wide Awake,Children|Comedy|Drama,1998,6
1821,"Object of My Affection, The",Comedy|Romance,1997,10
1822,Meet the Deedles,Children|Comedy,1998,3
1824,Homegrown,Comedy|Thriller,1997,9
1826,Barney's Great Adventure,Adventure|Children,1997,8
1831,Lost in Space,Action|Adventure|Sci-Fi,1997,2
1833,Mercury Rising,Action|Drama|Thriller,1997,8
1835,City of Angels,Drama|Fantasy|Romance,1998,1
1836,"Last Days of Disco, The",Comedy|Drama,1997,3
1837,"Odd Couple II, The",Comedy,1998,3
1839,My Giant,Comedy,1998,3
1840,He Got Game,Drama,1998,1
1841,"Gingerbread Man, The",Drama|Thriller,1997,1
1845,Zero Effect,Comedy|Mystery|Thriller,1998,5
1852,Love Walked In,Drama|Thriller,1997,1
1854,Kissing a Fool,Comedy|Romance,1997,5
1855,Krippendorf's Tribe,Comedy,1997,1
1856,Kurt & Courtney,Documentary,1998,1
1862,Species II,Horror|Sci-Fi,1998,3
1863,Major League: Back to the Minors,Comedy,1997,6
1864,Sour Grapes,Comedy,1998,6
1866,"Big Hit, The",Action|Comedy|Crime,1998,4
1870,"Dancer, Texas Pop. 81",Comedy|Drama,1997,9
1873,"Misérables, Les",Crime|Drama|Romance|War,1997,6
1876,Deep Impact,Drama|Sci-Fi|Thriller,1997,10
1878,Woo,Comedy|Romance,1998,2
1881,Quest for Camelot,Adventure|Animation|Children|Fantasy|Musical,1997,7
1882,Godzilla,Action|Sci-Fi|Thriller,1998,2
1883,Bulworth,Comedy|Drama|Romance,1997,7
1884,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,1998,4
1885,"Opposite of Sex, The",Comedy|Drama|Romance,1998,3
1886,I Got the Hook Up,Comedy,1997,9
1887,Almost Heroes,Adventure|Comedy|Western,1997,6
1888,Hope Floats,Comedy|Drama|Romance,1998,6
1892,"Perfect Murder, A",Thriller,1998,4
1894,Six Days Seven Nights,Adventure|Comedy|Romance,1997,1
1895,Can't Hardly Wait,Comedy|Drama|Romance,1998,1
1896,Cousin Bette,Comedy,1998,2
1897,High Art,Drama|Romance,1998,2
1907,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1997,4
1909,"X-Files: Fight the Future, The",Action|Crime|Mystery|Sci-Fi|Thriller,1997,4
1911,Dr. Dolittle,Comedy,1997,10
1912,Out of Sight,Comedy|Crime|Drama|Romance|Thriller,1997,9
1914,Smoke Signals,Comedy|Drama,1997,10
1916,Buffalo '66 (a.k.a. Buffalo 66),Drama|Romance,1997,10
1917,Armageddon,Action|Romance|Sci-Fi|Thriller,1998,8
1918,Lethal Weapon 4,Action|Comedy|Crime|Thriller,1998,3
1919,Madeline,Children|Comedy,1998,7
1920,Small Soldiers,Animation|Children|Fantasy|War,1997,4
1921,Pi,Drama|Sci-Fi|Thriller,1997,6
1922,Whatever,Drama,1997,6
1923,There's Something About Mary,Comedy|Romance,1998,7
2006,"Mask of Zorro, The",Action|Comedy|Romance,1998,4
2007,Polish Wedding,Comedy,1998,8
2026,Disturbing Behavior,Horror|Thriller,1998,1
2027,Jane Austen's Mafia!,Comedy|Crime,1998,10
2028,Saving Private Ryan,Action|Drama|War,1997,6
2058,"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,1998,1
2059,"Parent Trap, The",Children|Comedy|Romance,1997,5
2060,BASEketball,Comedy,1997,1
2062,"Governess, The",Drama|Romance,1998,4
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),Horror|Thriller,1997,1
2125,Ever After: A Cinderella Story,Comedy|Drama|Romance,1998,6
2126,Snake Eyes,Action|Crime|Mystery|Thriller,1998,2
2128,Safe Men,Comedy,1997,3
2152,Air Bud: Golden Receiver,Children|Comedy,1998,4
2153,"Avengers, The",Action|Adventure,1998,5
2154,How Stella Got Her Groove Back,Drama|Romance,1998,9
2155,"Slums of Beverly Hills, The",Comedy|Drama,1998,3
2165,Your Friends and Neighbors,Comedy|Drama,1997,4
2166,Return to Paradise,Crime|Drama|Romance|Thriller,1997,9
2167,Blade,Action|Horror|Thriller,1997,9
2168,Dance with Me,Drama|Romance,1998,4
2169,Dead Man on Campus,Comedy,1997,3
2170,Wrongfully Accused,Action|Comedy,1998,1
2171,Next Stop Wonderland,Comedy|Drama|Romance,1998,5
2188,54,Drama,1998,4
2190,Why Do Fools Fall In Love?,Drama,1997,2
2195,Dirty Work,Comedy,1997,9
2231,Rounders,Drama,1998,8
2236,Simon Birch,Drama,1997,4
2237,Without Limits,Drama,1997,2
2271,Permanent Midnight,Drama,1997,7
2272,One True Thing,Drama,1998,8
2273,Rush Hour,Action|Comedy|Crime|Thriller,1997,5
2275,Six-String Samurai,Action|Adventure|Sci-Fi,1998,5
2276,"Soldier's Daughter Never Cries, A",Drama,1998,6
2278,Ronin,Action|Crime|Thriller,1997,4
2279,Urban Legend,Horror|Thriller,1998,1
2280,Clay Pigeons,Crime,1997,9
2282,Pecker,Comedy|Drama,1997,6
2292,Overnight Delivery,Comedy|Romance,1997,3
2294,Antz,Adventure|Animation|Children|Comedy|Fantasy,1997,5
2295,"Impostors, The",Comedy,1997,6
2296,"Night at the Roxbury, A",Comedy,1998,8
2297,What Dreams May Come,Adventure|Drama|Fantasy|Romance,1998,4
2304,Love Is the Devil,Drama,1997,1
2305,Slam,Drama,1997,1
2306,Holy Man,Comedy,1998,3
2307,One Tough Cop,Action|Crime,1997,3
2310,"Mighty, The",Drama,1997,1
2314,Beloved,Drama,1997,8
2315,Bride of Chucky (Child's Play 4),Comedy|Horror|Thriller,1997,9
2316,Practical Magic,Drama|Fantasy|Mystery|Romance,1998,5
2318,Happiness,Comedy|Drama,1997,9
2320,Apt Pupil,Drama|Thriller,1997,9
2321,Pleasantville,Comedy|Drama|Fantasy,1997,5
2322,Soldier,Action|Sci-Fi|War,1998,2
2323,"Cruise, The",Documentary,1998,7
2328,Vampires,Horror|Western,1998,5
2329,American History X,Crime|Drama,1998,6
2331,Living Out Loud,Comedy|Drama|Romance,1997,2
2333,Gods and Monsters,Drama,1998,8
2334,"Siege, The",Action|Thriller,1998,10
2335,"Waterboy, The",Comedy,1998,6
2336,Elizabeth,Drama,1997,2
2337,Velvet Goldmine,Drama,1998,1
2338,I Still Know What You Did Last Summer,Horror|Mystery|Thriller,1997,4
2339,I'll Be Home For Christmas,Comedy|Romance,1997,1
2340,Meet Joe Black,Romance,1997,1
2353,Enemy of the State,Action|Thriller,1997,3
2354,"Rugrats Movie, The",Animation|Children|Comedy,1997,6
2355,"Bug's Life, A",Adventure|Animation|Children|Comedy,1998,6
2356,Celebrity,Comedy,1998,10
2357,Central Station (Central do Brasil),Drama,1997,8
2359,Waking Ned Devine (a.k.a. Waking Ned),Comedy,1998,7
2360,"Celebration, The (Festen)",Drama,1997,4
2384,Babe: Pig in the City,Adventure|Children|Drama,1998,3
2385,Home Fries,Comedy|Romance,1998,3
2386,Jerry Springer: Ringmaster,Comedy|Drama,1997,5
2387,Very Bad Things,Comedy|Crime,1997,5
2389,Psycho,Crime|Horror|Thriller,1998,5
2390,Little Voice,Comedy,1998,6
2391,"Simple Plan, A",Crime|Drama|Thriller,1998,7
2392,Jack Frost,Children|Comedy|Drama,1998,6
2393,Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,1997,2
2394,"Prince of Egypt, The",Animation|Musical,1997,2
2395,Rushmore,Comedy|Drama,1998,4
2396,Shakespeare in Love,Comedy|Drama|Romance,1997,8
2424,You've Got Mail,Comedy|Romance,1998,1
2425,"General, The",Crime,1998,6
2427,"Thin Red Line, The",Action|Drama|War,1998,3
2428,"Faculty, The",Horror|Sci-Fi,1997,1
2429,Mighty Joe Young,Action|Adventure|Drama|Fantasy|Thriller,1998,5
2431,Patch Adams,Comedy|Drama,1998,10
2432,Stepmom,Drama,1997,5
2433,"Civil Action, A",Drama,1998,9
2434,Down in the Delta,Drama,1997,6
2435,Hurlyburly,Drama,1997,4
2438,Outside Ozona,Comedy|Drama|Thriller,1998,7
2440,Another Day in Paradise,Drama,1998,6
2441,"Hi-Lo Country, The",Drama|Romance|Western,1997,5
2442,Hilary and Jackie,Drama,1998,9
2443,Playing by Heart,Drama|Romance,1997,9
2481,My Name Is Joe,Drama|Romance,1998,1
2482,Still Crazy,Comedy|Romance,1998,1
2486,"24 Hour Woman, The",Comedy|Drama,1997,6
2487,"Blood, Guts, Bullets and Octane",Action|Comedy,1998,8
2492,20 Dates,Comedy|Romance,1998,5
2494,"Last Days, The",Documentary,1998,7
2499,God Said 'Ha!',Comedy,1998,6
2542,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,1998,9
2545,Relax... It's Just Sex,Comedy,1997,3
2557,I Stand Alone (Seul contre tous),Drama|Thriller,1998,7
2563,Dangerous Beauty,Drama,1997,8
2569,Among Giants,Comedy|Drama|Romance,1998,8
2573,Tango,Drama|Musical,1998,1
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)",Drama,1997,6
2579,Following,Crime|Mystery|Thriller,1998,1
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",Drama|Romance,1998,5
2590,Hideous Kinky,Drama,1998,10
2596,SLC Punk!,Comedy|Drama,1998,3
2607,Get Real,Drama|Romance,1997,8
2620,This Is My Father,Drama|Romance,1998,5
2621,Xiu Xiu: The Sent-Down Girl (Tian yu),Drama,1998,1
2624,After Life (Wandafuru raifu),Drama|Fantasy,1998,9
2626,Edge of Seventeen,Comedy|Drama|Romance,1998,6
2630,Besieged (a.k.a. L' Assedio),Drama,1997,2
2631,Frogs for Snakes,Comedy|Film-Noir|Thriller,1997,4
2673,Eternity and a Day (Mia aoniotita kai mia mera),Drama,1997,8
2678,Desert Blue,Drama,1997,6
2681,Free Enterprise,Comedy|Romance|Sci-Fi,1997,9
2686,"Red Violin, The (Violon rouge, Le)",Drama|Mystery,1998,6
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama,1998,10
2692,Run Lola Run (Lola rennt),Action|Crime,1998,6
2696,"Dinner Game, The (Dîner de cons, Le)",Comedy,1998,7
2708,"Autumn Tale, An (Conte d'automne)",Romance,1998,10
2715,"Velocity of Gary, The",Comedy|Romance,1998,3
2766,"Adventures of Sebastian Cole, The",Comedy|Drama,1997,2
2767,Illuminata,Comedy,1998,5
2775,Head On,Drama,1998,4
2837,Bedrooms & Hallways,Comedy|Romance,1998,7
2839,West Beirut (West Beyrouth),Drama,1997,8
2843,"Black Cat, White Cat (Crna macka, beli macor)",Comedy|Romance,1997,5
2884,Dog Park,Comedy|Romance,1997,5
2892,New Rose Hotel,Action|Drama,1998,5
2930,Return with Honor,Documentary,1997,9
3003,Train of Life (Train de vie),Comedy|Drama|Romance|War,1997,1
3008,Last Night,Drama|Sci-Fi,1998,2
3054,Pokémon: The First Movie,Adventure|Animation|Children|Fantasy|Sci-Fi,1997,4
3057,Where's Marlowe?,Comedy,1998,6
3077,42 Up,Documentary,1998,2
